Actual,Predicted
54412.39,53903.131311698846
1138.93,996.861711536636
161031.61,155915.85617867354
26381.91,27831.941578461006
359.35,1168.9842061501913
45017.05,44103.66822828732
71204.48,70181.70165085139
52116.8,55913.20174207322
72416.79,75015.79639631497
21073.63,19822.529618692366
56861.08,60649.587731407686
119252.25,119282.87900216939
4965.61,3028.9814981752934
136455.16,134140.31614049076
51726.73,50471.36970298654
94984.01,93865.83040234048
58273.5,61286.658731884876
3326.46,2691.1688651808945
2509.12,1116.6408864276964
89806.01,86905.14081913009
86428.47,83618.34008940213
36074.06,34469.214232746686
12864.0,12452.689111302177
74449.9,72480.00083953954
28567.92,31584.83306104211
56270.73,58501.40232062464
13166.6,14006.414964940144
60334.68,64909.04461752786
2428.75,3356.0170669043
43541.33,47114.74833856239
3048.96,1479.063489272732
114364.56,110465.6590349134
10032.88,9208.859623664495
56709.4,55100.75817929335
17906.81,15791.714071600181
78988.19,79703.43613221656
33644.66,29425.192896905515
60278.41,63417.61190477674
63861.18,66774.65909628574
17930.0,18283.13037914363
33573.12,32392.659128912215
49294.45,47831.53011588953
100771.0,103215.42090703282
66751.47,65386.34917661911
0.0,46503.53067761577
99533.11,98603.07079496497
76132.0,77146.97756937478
81373.4,78687.42885262021
30532.81,33183.148039363
56907.52,60813.800269834544
74382.27,73390.95056632084
76787.81,75523.992805065
52783.9,50708.68331610412
29482.89,26381.21302275
122663.05,118828.61553556113
6853.07,6095.965708413554
122575.54,122524.71867785743
57286.24,60524.60569139777
68098.25,67379.92131175927
166299.53,163827.96059793473
65493.45,66900.95575211609
3055.0,3409.799281805652
36118.54,35545.11365681204
15540.57,14248.988025034472
15490.9,14786.234181043837
57712.23,55389.01822729313
72390.34,75418.07190522715
66096.0,67702.530148541
100766.24,97255.92458677522
58738.65,58884.16254018962
67717.55,70449.50300148377
71212.63,71019.09556160284
81294.02,82207.91858160098
104486.0,101182.08428072918
2115.0,-1197.2427078099063
78354.01,79292.74736769575
84137.43,81929.36294118196
60352.03,60247.74621437445
80088.2,80593.0489560764
27310.35,26828.476211022316
16869.81,16403.180653396055
82886.83,83280.18915461644
117786.0,117886.83553563492
175077.62,171510.31332984497
85321.04,84402.82244663275
65432.94,60221.03340150422
3580.71,2885.1473228806644
108625.65,110583.40406660934
1746.77,189.85337348144094
54375.14,59227.94776854294
74592.23,72073.17863518631
22331.46,18449.967591219684
8848.53,7737.062053726353
72812.71,75507.06474058804
97618.02,94513.58114608616
16696.77,19142.677564342368
48840.11,46852.74064796092
66517.82,69192.78898959975
2902.92,1791.8524972956511
23958.42,27091.75985858061
56861.01,60663.81191784349
62413.24,63828.553864764915
10226.56,6652.210633375435
5080.29,1840.352763890034
126351.63,125686.47332790568
1554.05,-1693.9687355979258
32422.49,34261.179929708145
81824.71,79129.83026313884
70257.1,69367.42131307785
35768.57,34978.952274533294
117314.9,112210.30212889117
59768.01,57559.028327023574
48190.49,46837.99007007968
60513.45,60536.29149439206
59144.09,57408.20097570543
84331.14,88366.14259908897
17017.6,18420.085006308247
55144.01,58395.1708319089
62329.72,60393.561192647685
16086.15,12376.161147022052
124274.73,122555.10476655423
166528.01,164054.88608901383
58506.05,62616.32459990075
117339.51,117453.79140617128
146054.71,146728.43440160755
86505.65,83379.75712487448
56013.77,57014.340748307004
90561.74,93787.81344244615
4280.38,510.887425932051
29498.31,28975.466733846806
28631.3,27603.193965421702
11638.67,9090.119520433283
18084.47,15486.356882708875
45875.0,47194.40525070341
22649.67,22054.09261514416
89648.06,92440.76052425997
70560.18,68126.36050495664
58947.49,62511.316001109655
115075.69,115881.94474733113
167640.59,162226.15023855216
1259.58,1883.780444473523
77683.12,79130.716508724
5400.97,4676.580337307983
83405.54,82963.01733203421
104486.08,101183.74672816119
129887.7,130073.52992774875
115724.49,112093.42426262016
28605.6,27240.36868832589
82514.93,79804.17314137678
50401.81,48923.026069059
56510.33,54843.15170510623
15054.5,11430.33469169771
58804.44,63589.51072709364
30121.34,29251.23887898532
76736.03,76468.43982324768
78524.01,77707.8671321909
84316.88,83923.82841912836
53613.21,58334.58554018966
94984.02,93866.18684991465
113209.0,111592.1764762839
62736.82,65945.67136526933
57469.39,58347.24684515684
55382.56,56013.07911701768
77191.9,76432.71061023913
40085.83,39325.62609663875
132804.04,128477.97802843168
49159.41,47701.26624406389
54218.75,53245.50392247306
81356.09,84547.4686089426
71439.12,68987.25052117319
17897.16,19234.6101251606
72362.89,68086.36621701503
69636.5,68310.96000321682
73994.68,76233.5567497593
63859.09,64858.82395106662
42209.39,39970.09840839727
56813.04,60600.45174627996
108167.41,107120.53336996256
3127.68,-321.77811998608377
107365.86,104818.73802172978
12973.02,9303.480870016203
6741.21,5106.985440823955
6061.52,2550.7613831644703
70356.03,73479.71096599492
23595.03,22990.78088837838
60993.84,62491.395473434284
102436.16,105167.57809680991
101634.0,98411.69846548222
58372.72,60008.66616951557
73040.23,72892.40855324491
144090.19,140106.8847529044
90948.8,89942.06650308444
23222.91,25498.329887610278
44403.3,39851.10201181034
121603.46,116943.50596064347
4305.26,3332.4363682727344
5748.71,5226.333779177985
92808.57,95703.73210203336
51967.54,52629.882278973164
8224.67,4687.838178537357
116200.05,114494.2049181743
33651.27,35600.39906390738
76021.54,79653.87654445172
69923.0,69740.02424109873
142003.23,141534.38424968626
57219.05,55598.69504115102
669.26,-141.35978763386083
38680.4,36313.26802576876
56949.61,55302.1146958983
40282.29,39080.747718278915
81423.71,78736.95191160582
60882.0,60270.17763871965
112085.08,113591.40733638621
106492.05,103135.34676292785
128893.6,125947.73539918562
15988.52,12665.983058260113
48256.83,50625.054953733445
145381.35,144488.15475253196
115756.95,113969.90507036628
14294.1,13032.70885851606
26513.43,25817.37289946789
93263.2,90277.26181155174
3734.26,4903.619684155317
72969.58,77633.14081472109
8612.16,9313.955370736498
184790.05,181420.05839123213
78715.74,78915.12311491021
20978.03,19493.456785614995
172249.61,170377.40091602446
62480.93,60635.04419735111
17448.25,17788.11759522895
29991.81,28300.387360325632
105090.89,101469.23057369437
724.64,60.408295713750704
8545.67,9412.942731358184
125228.01,123453.32021798908
6880.37,8054.686847069388
2115.01,-1196.5369335180367
150626.01,147570.06140976536
1674.96,414.81504342531844
16624.05,15628.296013777996
143856.0,142729.0295060749
106912.08,109162.4212867629
79082.02,80564.29063953442
26523.1,26464.08473992528
57933.71,61691.83572766592
14529.93,15363.377055641846
39565.52,42863.81972594648
14513.39,13958.977813659003
93205.04,97260.71269910247
10271.48,9966.490037926225
4560.0,3852.6522561899837
12725.7,13048.1573212457
57570.36,57002.40081816492
87072.59,87675.61060262419
26263.75,25512.54879542999
52997.44,51576.687943634475
46722.56,50716.21415086196
50.0,364.00858066087676
46564.37,45802.730486909015
53594.47,57371.04874532648
163.01,-3213.425583352444
164373.38,159142.44255432673
84359.08,87030.25585427182
162839.11,160395.29092939783
19786.06,18697.26650325329
4702.46,4466.648270175079
128779.09,129157.40951880183
83208.91,80941.16985953132
44649.03,44162.59324624302
48367.09,46390.79835592433
4058.56,4220.943001229316
73163.99,70676.14502361257
5439.31,2177.155590860566
139759.8,139016.30143531814
135226.26,133695.8622269463
42953.98,45134.57125811939
56599.17,55154.53479985821
94636.03,93993.58205980703
47670.44,47806.96721051489
103035.57,103544.87896850493
85381.17,88812.71734299294
77453.81,77218.14735070526
73253.77,72000.58191270192
39725.01,42283.63283612098
58328.78,59476.72495597243
1744.2,1072.8345668877155
40932.63,40157.84154740533
61647.4,62510.256771663866
103753.5,106104.68333370489
78063.84,79002.42083232349
3750.37,293.3003012025147
2329.66,1904.9147250862225
49185.19,48338.03836217901
3165.92,2477.5206170464226
138400.18,134289.35620773956
92559.98,88799.79367065779
65666.33,67976.09075651634
101181.82,102085.94449366683
90638.34,87828.19120307191
65624.59,64580.72087975415
144809.1,144449.3201243046
58332.66,56149.50859702996
61022.22,63018.41418994786
55869.17,60090.81718958036
18304.44,18731.546604437237
3087.8,-22.403878716933832
1657.36,1419.2472607993477
53539.66,51998.094483628665
152299.95,148369.7807555994
0.0,46497.684106239285
1431.98,1651.822766414749
78259.01,75647.061961058
55980.11,56841.937378364804
34477.2,32009.98611955871
73807.5,74990.80638804364
67515.96,72253.86413919315
87028.5,87899.55329795627
73973.33,75061.1028953139
70588.82,71602.14027189354
3284.68,1712.8417789273444
43144.15,41865.04667352636
83171.82,83782.59552670525
2390.71,2743.4585694330744
136995.04,139531.5378110975
147.7,-517.1810422717899
49789.47,53000.95428468877
3064.95,2051.600867430272
846.16,290.3813709574606
76291.12,79806.54467198037
47760.35,48419.08245207128
67987.76,69182.01062557545
19291.3,18217.042706083805
59696.8,58309.05532997003
69459.64,70309.34951171814
72602.76,70717.18243181506
66408.37,66033.66134849862
49141.46,48388.689659916185
85814.54,88064.07053517335
128174.71,124172.86796400539
66891.7,66152.14051557422
86284.11,85640.7866196635
90859.3,94967.73620137229
172490.2,168490.34981508704
71554.47,70166.15068706781
6705.61,7945.51728599966
3963.97,3266.6629241267583
90880.7,92115.55416985587
32850.99,32619.119749681828
101467.81,103516.22957053091
93903.43,94835.09137161926
155840.45,154590.85119108518
96364.8,92239.94248957315
16110.0,18507.82585169043
32629.73,33145.39632158894
176856.18,171170.7720999504
4186.04,3589.637485981497
13160.08,10000.946830801397
9485.26,6903.449888828429
76949.2,76080.00636105172
82953.0,85885.66697116428
52115.5,52610.5555893101
63321.13,61072.19679713271
33881.52,34559.988129001154
136862.39,137753.2517729741
94042.02,92942.81989174936
90166.16,86315.51273726719
2021.33,-1423.6928737279086
57356.06,55396.63049159792
59814.65,64373.67966825836
13090.07,13662.941790675453
7953.82,8196.263946711093
42898.55,46129.671094853366
102688.64,101941.06252164661
94672.2,97844.46399951118
39028.7,44031.83074949037
89178.21,84819.01801991415
3348.21,2956.9810657546986
60569.42,60426.48658676883
85789.29,88657.77920374651
84887.83,84024.89028362937
175.0,-489.19229197157983
47559.28,49746.100401302305
3519.45,2131.7143446666596
267.53,-2841.375912136973
65376.8,66198.23898021865
59924.03,57711.99711983954
65814.2,63472.04205846178
79680.84,81092.9918375456
27401.32,28255.348647111172
8480.91,8816.692686890521
23757.5,22014.983532453276
58081.53,53097.21408069096
60447.47,61841.22798163581
30220.01,28150.665356519647
133493.08,131510.06376041487
54310.95,59122.031729109054
94375.5,94666.19343393402
50223.76,51468.54647434411
68244.57,73056.1451508101
144694.71,144379.7611884177
57034.54,59682.51741714606
3056.04,1760.5652792275941
128028.32,129151.00816735324
16726.84,16151.568168999664
73825.05,76898.89707622178
15467.84,15561.213572918394
43413.64,41576.691449895385
22106.92,23710.927072866092
3766.13,4575.744376101495
77848.51,75247.77249101065
69293.07,66817.64468377797
10408.55,7448.285775637785
70251.18,70668.3148854289
89675.62,87302.75088243492
18594.0,18241.19749568744
2942.62,2589.0455099232495
85503.07,83225.59233972098
32767.12,30833.044675076973
5460.6,3853.845839976726
51427.31,55072.64518243608
101954.72,99830.1853654763
72529.61,73579.66587190251
57930.96,57809.93836986982
95644.92,93010.43154762921
1542.02,-953.2201553994382
74985.27,73809.68340854751
86793.63,89893.90106130423
27185.51,28581.20072365523
86005.96,83469.15180161837
26199.16,29848.603675610244
45191.43,46456.51766488886
55883.25,59739.67504740587
60047.4,61202.34395564352
9796.0,7318.7908646201395
64286.01,64159.94137346156
78114.45,78904.8309452662
51627.06,50123.09572653045
3059.7,2372.643015622147
7416.9,6220.142418904281
6464.98,4424.378144420341
69362.14,66760.02045674477
200.03,-47.85280000669445
78928.05,78366.19272166216
14795.16,15195.067437474987
43413.01,43091.70966660459
60725.65,65313.26152638119
65980.41,65142.2102929089
90756.09,87833.95119050713
5822.23,4374.320280985885
65485.98,61708.728351348414
70225.5,73359.46092519238
5147.04,4738.221570655616
56067.91,58470.561456915675
118340.15,121372.85226584107
142365.02,139020.8244292667
41059.47,39767.81088411854
77470.95,79901.59634468361
65616.28,69127.14615944521
55560.58,58794.109167143884
88365.63,90911.61141231572
66215.27,68856.39056787573
3914.43,3215.353471469527
53412.4,52332.46437558836
111576.33,107251.78615801258
45588.39,49805.22004949454
119058.07,117722.72030596106
55655.43,55936.58324895175
69642.0,67773.72474711941
2928.58,-336.22486973036575
57901.01,55725.2711355098
52717.28,53044.76570103827
86370.73,86768.52706804434
83284.18,81820.27393770604
47144.28,51037.659837517655
27338.32,27501.999653615072
63533.51,66731.82101721935
59837.95,57627.5287864572
2613.04,-834.6162995393533
60825.8,60925.4632373678
102696.0,101393.12414327177
97618.16,94514.01306833944
83883.68,81137.30593673745
61614.01,63253.35400632375
12977.64,10335.191416258167
13002.9,12104.538321852866
53826.0,52779.627398790064
34270.81,32483.43186052762
69042.49,69484.90114537181
10.69,44652.64310802882
10070.28,10820.930857288571
83904.75,85217.43145663953
118486.24,118311.68634099507
54839.14,58205.149086628146
80370.6,77708.21457791787
68902.88,72001.9641994107
86877.35,85477.01287700472
10569.85,11096.07027283719
48638.18,49357.19724011228
28489.37,26439.718788379014
78567.03,79504.46327944954
66551.88,67330.25451607129
54382.66,53031.05410553556
25492.17,28298.240796344602
42994.09,45800.207951632416
18964.38,17469.364385093184
16062.6,14233.14786125358
80293.43,77633.2564499058
6376.81,4786.059983238367
62617.03,65682.97984106677
67240.23,70925.05630107489
86709.4,89942.59057099771
2710.84,2114.556789713155
155208.57,153236.5533665781
13714.51,10063.74554820625
62725.66,66179.98585484363
66055.02,65909.34170883032
62937.52,62238.59078515084
11318.8,12190.652412095362
3160.0,-290.12444373226754
79454.04,75825.72908284156
28873.32,30356.361417484568
14621.97,11454.365645269936
30241.42,29399.84298349238
89982.63,86589.09086001593
68050.03,65669.57273819577
7421.08,6557.848026640044
97749.01,100315.1745501924
163198.58,160090.37855575595
32004.77,29879.25230441958
134278.95,130605.57705448949
91789.29,88327.86255184305
6914.99,3403.298086982817
54403.04,52767.20043272688
24083.77,24518.98360187738
83201.91,84631.6407608619
70106.41,69823.77217781174
619.02,-500.97130918854236
125662.01,123627.82763844397
79724.53,82757.03853034994
111530.0,110464.95783415614
112133.45,114053.3478699939
29512.3,31783.47357806454
69913.58,71980.3926303962
