Actual,Predicted
101564.58,103183.51493361357
64251.62,65326.684341652566
33146.14,33686.34001589779
60352.0,60246.13185228635
48980.71,47976.63782878778
158456.88,158798.99348357652
77308.49,76877.33294259383
131017.7,132794.60849777068
94102.52,94796.08827390688
120937.06,117153.95401087022
45151.68,48879.152738730365
117058.31,118281.57682667868
84898.02,83987.4226262296
69039.04,70074.8475182082
43916.72,40824.97957966378
17576.31,15703.98292483484
113393.28,110369.86972128297
40758.97,40457.940270626794
73568.96,75085.48400282123
61155.27,63797.22944281083
96967.04,99554.93352803547
61741.22,60031.30869464284
850.0,1183.819535747847
11975.25,11523.349411740382
3050.01,3031.9822266921765
37995.4,33923.846213351455
115659.93,114415.16046864475
62403.91,61492.461217504155
68572.69,68057.21269484631
8017.87,6707.415038369625
28535.17,31413.999787589644
7056.62,6514.7719761424305
83390.11,83379.8412627318
14240.38,13284.539595784765
96148.72,93955.63926423647
51874.01,55724.94616392343
132398.67,132026.46544516482
52785.59,50105.65916626461
51979.2,50459.10818327712
80208.66,79935.8465074336
910.18,-639.4609740669766
175406.62,170882.46877773805
57630.6,55458.3784629138
17256.36,18337.913737382492
24732.37,26355.872872698947
16997.14,20539.35479055188
64410.11,63593.92542614473
77679.37,76269.97433243255
101554.41,100726.73341712731
2885.76,3413.0473368446255
47682.68,46265.90863557253
2524.57,-924.224021900045
18594.0,18309.01814940339
94584.5,96929.71230165032
69701.96,70273.51406163043
50158.82,48141.862049988915
2069.97,1576.1488909018371
4572.16,3215.673271574058
5220.0,1727.5925908549252
22580.53,20005.355989278272
73635.9,71662.77958532295
796.33,-604.4782476314867
57417.18,62107.746398025054
31956.79,33500.34040711343
25872.17,26353.730605083823
133108.27,131136.20772670128
81174.64,84990.31228671131
65201.32,67172.45239453368
109942.32,107153.32604353884
58286.12,58659.683018719435
113982.03,115964.09624519284
84588.34,82485.13633928268
76487.01,77301.4095735669
77260.21,76500.09240215659
44730.27,48342.21387770113
12017.13,10766.08243699307
94864.0,95548.25438316676
12009.6,10901.972497792412
96152.54,96696.82826196769
56329.07,58161.1421109268
82196.35,79839.02943199608
63654.22,62404.26778053849
84505.32,82289.11095038826
92442.13,91558.51503488791
57563.77,61573.31410054857
63362.13,66341.3709823224
14630.76,12838.28923082562
29980.36,30818.326231159317
74272.38,75327.37975600896
15168.3,14214.170269631933
117393.66,115979.61226729312
63350.75,63902.85666457038
117364.0,119226.86955059491
3904.79,4791.221567486973
20787.73,21187.6791386446
159610.28,159611.88370850508
88890.74,87093.22973254335
78664.0,82845.82027223281
42718.67,46535.23478976304
20485.94,22203.911072763934
13165.91,9681.174426462137
15686.06,16467.43874665931
168419.83,168199.70333480858
127331.33,128595.52512995839
106506.14,103149.6404210667
97694.88,100784.31344264085
66478.01,66331.65810208238
57881.33,59538.27753664796
69710.63,69726.77550091819
52986.02,53081.54150595847
2691.5,3172.859618749848
31934.66,31778.761862898293
91936.12,94665.72780895927
41633.53,40551.066851579475
233.26,-1303.8708556482961
15400.8,14440.09583790756
63324.08,61034.96320540559
3250.68,2890.637592988358
63877.76,62790.388316131386
3273.18,2583.2002047637434
558.6,1451.3746605698543
65370.59,62838.80196389892
3218.35,-181.99030865389068
63875.19,66942.40309682953
65162.97,64829.37875508658
67519.13,65619.31000621367
55730.5,56909.92249409802
114801.1,117163.55502487681
58367.91,57773.06509270284
3787.01,2833.468009479897
250.0,-3185.6319542625133
147410.92,142771.85514379205
6258.13,2759.7278037686483
85528.53,88964.11527820684
93236.04,95927.19144219076
156623.44,153730.33590135947
4664.04,5021.3838019541
144584.52,140041.7954917979
78368.26,77155.63495633655
67709.23,65334.63868794196
36813.75,40229.79002177922
93775.01,92681.55763078504
75866.03,76728.84855680431
70652.22,74476.3852476897
51156.65,52783.957337064
70333.91,73791.14954006871
63229.6,62908.93985227054
77711.0,77442.65401437132
7764.35,6990.286044176799
80226.97,80592.07037526766
90072.47,85906.58621187511
43599.82,42978.65498225835
116824.02,113161.99794973114
50708.94,54021.9967454564
57260.51,55626.15803020217
125481.37,124063.21300949705
375.71,394.815563651362
19560.63,19165.63351533714
46343.71,47748.97030998444
37996.5,41082.318578282044
21145.48,21373.14110873585
125271.87,125532.91227020424
935.52,-494.0504362009524
1455.52,2274.6646380786915
44471.06,47718.39520778232
111389.27,110278.594294737
24656.0,26554.794138197736
72725.39,70379.58688156177
105632.43,103635.64097254735
45761.58,44301.285620099916
10676.13,10086.176206902404
70065.12,71633.22143324329
54791.12,53595.93064879101
99873.7,101034.38110656371
15611.17,12175.390563010871
131348.15,128554.60339293831
107558.0,106080.05637064848
50880.43,51476.95773105139
100797.53,102147.36455494145
91653.01,92936.16131932722
1584.95,-1629.775171057474
202.84,606.2257116932451
20140.12,19432.171122496424
3883.32,4233.746104562473
56906.87,55381.842277828844
74201.03,73429.6224562583
74138.11,74009.96110872988
4216.66,3022.432361115345
56051.51,55323.68105330775
211.71,-2801.0562365402584
17763.71,17791.56852243404
83453.17,82678.19328564865
40336.55,38596.27617140456
18428.76,17551.178902513908
121651.34,124093.62188639422
83428.44,86337.57532298774
98349.41,98192.05796840371
53706.0,54863.551102851496
78893.08,78392.67020085781
143476.46,140069.50707582897
62428.98,61169.81993541824
59322.6,59178.711237347954
62513.11,66233.79587379438
76772.1,78783.00581371368
207.4,529.0754500768453
92381.04,93533.40779483141
88602.01,88616.58570977963
143039.78,140403.96052225636
7550.2,4026.145265675834
101421.65,102513.51157131192
2354.23,2873.8271948644833
104540.54,102745.70582956704
83612.66,81687.1507507871
12146.0,12457.11912659475
139647.66,135108.92257451554
46876.11,47331.77531830547
103753.69,106123.04435070159
8704.87,7049.698854145856
109960.05,108443.33049671282
13276.97,12555.410420129258
114237.24,110649.74796003845
50487.16,47763.1976297358
1658.0,101.38131334399804
12921.84,10461.414111915474
98066.71,96835.64159163114
32010.11,29429.538975963784
69160.28,67234.75356650665
95054.73,92022.68297058466
63101.14,61366.16259095813
4980.0,1505.7077503218898
121035.2,117039.73850284507
72754.86,71833.4303636798
51082.84,52708.2185635668
47010.4,45611.93653040407
1196.0,529.4744641822908
118788.04,121006.58875084532
3158.12,2768.237722801852
69001.89,71566.71846365063
115191.53,114415.7425056179
116077.52,115246.54684232044
99770.52,100351.60156169342
79901.17,77251.35987167062
76048.42,77507.34781836241
45113.7,44851.83224085071
108561.05,107089.67535542476
58038.62,56368.207957044215
60615.01,59967.98271403885
167009.58,165241.42032991478
13627.81,13210.079104988377
121.41,-1347.6203497445167
6743.96,7104.465045285389
14238.84,12543.733302627967
55067.01,55070.741806587896
23092.91,20172.60341840179
12663.25,9504.837312216376
120017.0,117755.87692339146
38160.75,36600.325250086
66169.82,67371.26168281442
4600.7,1742.271656685567
91972.82,90281.05987795482
2219.4,725.8253425482835
35427.17,34288.26658299486
350.0,-1201.3539261719052
4883.3,3272.756384071661
3477.21,2052.4993451054033
4686.59,5079.382797114267
66860.04,70578.61768913966
92396.88,95068.6890201931
35855.21,40410.90626922213
50104.56,50665.26545518732
63068.58,61234.213146941205
75623.76,73569.07521576068
122868.08,120933.61749778071
18463.8,14974.980620339695
2074.64,1540.2738258816316
70362.02,71925.9979975198
44386.65,43480.62462204687
566.59,-924.3379370308394
29169.04,28778.598554443102
119075.36,120519.77237664818
149935.09,147350.14385116263
55431.97,60068.831357151365
48071.63,48173.62943691583
54880.46,59403.773163661084
137453.96,131843.04637828903
67341.15,66524.67932850849
21450.22,20802.66521525319
53256.64,51612.3817287696
126829.6,128393.04182700276
59839.8,63726.24296630649
77423.02,80456.17789467021
2073.45,635.8387176196848
74868.69,76236.2197316756
108908.36,106177.66029515801
52952.39,55532.772072938365
5687.89,4076.8678153902074
55257.01,55070.487605294955
55787.3,56583.106039503095
7958.51,8299.638895047683
92008.54,92038.4541090247
120600.62,117813.47985190092
61325.8,60702.038343358516
32606.5,34197.188617550695
23535.0,24662.68874096754
77809.98,77001.24265340244
6131.96,2636.4334069056713
61801.5,61198.79952004571
127673.77,123055.34143157417
26960.84,25793.81447469731
57433.26,58669.57765711905
14432.3,15120.53079581965
94495.43,93062.95421972705
53483.06,51746.758640359265
6169.24,7548.217456344639
26554.27,23032.558937904832
16187.84,16469.00890127864
85223.49,86599.50609333944
32480.26,31201.304475807443
130201.68,128198.97112195063
58528.43,57897.10348370477
162968.28,162772.96506701355
91034.4,93783.01290163764
8280.0,6608.90087977911
127800.6,123810.75508471605
14216.42,13579.166587775595
78611.03,81642.54807432237
2850.75,2491.989623381407
66898.86,68498.73365104399
83550.5,80811.48379263707
125662.0,123339.91386363914
57282.52,61077.78115020588
53007.61,57138.669139210186
84812.08,81918.74489481152
81598.01,81283.66727257328
18036.64,17558.647499041144
83829.07,85160.11582916407
26100.83,26965.69727034588
81482.85,83408.23928750976
18476.29,19077.41545058968
69703.44,70355.43743537542
85594.43,86990.45121997487
73636.89,73843.08487404148
3690.54,3046.4842513636977
53613.15,54114.42286554283
76541.99,76367.6625816212
17458.1,15589.306239248283
54759.28,55709.05554597656
47408.25,45018.468237769186
87935.83,85603.00199345042
92432.34,93675.99728751472
10094.02,9356.50589745638
59888.71,58662.38093970817
75075.61,78700.3894410614
24841.0,27219.025426757296
71427.79,75612.79312644147
81493.57,77880.57404812257
91118.01,88187.71007357564
82753.8,85908.60350717581
16669.36,16166.8159877785
73219.39,76590.02456256669
54261.37,51669.54186353652
10293.55,11038.840122377369
23170.63,23455.37554727058
77914.83,74854.88264181903
7650.28,8862.476707059104
7781.65,7153.374834220478
71787.51,74818.7695371143
88398.44,84990.67362030175
54280.94,53828.68762748399
50376.5,50741.741070410564
73346.83,75663.41342915583
61788.5,64644.70959848458
14396.8,13463.493103295616
80501.81,83421.66950455504
3240.0,1659.5832148543268
2115.0,-1197.7381799604555
2232.32,2575.0919915530903
166900.1,162348.51806004927
51524.25,51007.902345313145
91134.0,93871.56339741225
103754.33,103367.135819482
42760.26,41728.12158442084
129094.31,130468.45708588004
76194.02,79692.4495077257
3914.44,3215.7594662587508
53325.0,55159.854165340876
54294.33,53593.076380596074
78047.08,81622.94343574416
40716.46,43874.07973007088
76982.48,74403.85645437597
112858.82,109474.82986513284
84233.41,83369.46389721672
18788.8,21151.606544637994
23911.52,23938.74871971964
139473.42,137491.98609945117
62598.01,61541.80976928218
13888.72,13482.485590260418
54889.26,55083.80137036467
40025.18,35779.51422852978
48385.39,48502.235205656325
66151.92,68177.81209078671
1244.9,-306.55646942658495
31815.21,28368.354383995953
115750.17,113161.75321350753
61529.74,62925.52016863992
65701.95,64908.12243421793
157709.99,152712.51287938916
96043.61,98402.03808945326
1840.8,-1602.6231483468364
52932.21,50855.47602926599
17375.38,16358.485513650987
105121.23,108851.31829010462
146.12,838.4356850409386
125752.94,125410.27441102076
45029.39,43143.302972522644
13236.93,10104.268477991318
10508.06,11780.510990376759
3599.47,2407.5478752593262
1935.93,376.4567774531024
99598.2,100216.27304745602
59198.17,63947.57201460615
63491.03,66132.91278991608
61253.02,64456.613913534646
85913.46,83116.26346162763
88852.32,86872.77412096855
84835.5,85979.83863616938
18793.71,17741.598500253138
85233.0,86135.55029886916
96012.18,97945.18841397279
2806.13,-470.442359025481
61183.13,64948.860372921394
69882.35,70256.28982298962
83630.03,84936.67133594504
33412.85,32712.537651416827
353.2,903.4420342528756
13692.31,14292.738203456007
177018.19,173349.53080816055
3094.64,1973.8684060880405
45232.66,49063.13367430248
66914.17,64743.70073884237
59915.02,60778.529852656684
9390.15,7696.259562140454
56069.38,54491.92671418155
96005.0,98620.16993107644
10167.73,6567.8592039610085
41288.65,43508.37567731918
0.0,46503.67931926093
98271.0,97076.12459539194
5598.8,50955.957450519956
115818.77,112365.20688304979
38438.59,37175.161894390934
72154.14,71448.39020559525
52370.08,57053.44208445652
89829.01,90603.7301251729
47434.69,52160.31596514746
112504.1,109302.20311341799
61918.4,65413.63300991927
85303.32,86160.35288796618
3496.33,773.4235253865845
2935.18,3288.1335530135766
184836.17,181452.0031449095
4167.35,1623.2302551733446
20067.52,18970.772712433303
13723.47,12925.825479406252
58856.16,57150.12000188972
69844.23,67929.01799749755
81805.47,79130.68638745998
730.64,-933.0563068922565
84045.77,85242.31887209986
62293.82,61687.105961537905
83459.51,84391.5445491324
49061.23,48651.207335269035
100448.05,100026.23328856137
13907.67,10252.529801671059
107541.26,107744.44077609603
129247.86,130307.21015030623
11967.22,11507.898153718663
164352.65,159121.1190487213
61909.26,66148.60710422909
64622.79,62127.28206884867
5187.7,6338.559297867265
100.92,-461.7203279474488
60973.63,64121.0818292447
35367.15,37466.73352241414
2401.8,-1046.2778465610754
127999.2,127526.84760603931
37487.21,37211.23477342571
76836.22,76177.26914185104
56936.64,59206.640068366425
88726.4,85613.54959029306
14440.67,14021.908703486297
62117.86,62492.254657524914
72373.82,71672.41961146898
86330.81,87211.19551821657
16578.42,16110.852776892592
27993.04,25426.891368778735
37565.0,41545.79979298791
6930.2,6694.7122704439535
52776.44,53854.71802222408
46456.43,49573.51472993552
78752.03,80160.82180850979
38973.78,42572.98401683305
8983.99,9507.060952686406
60.09,637.9255218696999
75211.09,74972.5622407587
79900.98,77249.78982534223
73463.63,71508.84224306016
17595.47,13846.051972324385
33260.22,29606.13221084538
433.45,856.7065754588402
75035.57,74716.45473380631
64801.17,65578.03229662876
321.09,-1018.0453951666132
131181.01,129282.20289687878
120011.8,116696.8525870967
34242.62,38002.13704961306
168646.78,166485.87267077895
33142.7,30913.89274626526
54137.69,58484.243910102945
90693.02,91452.29703988374
939.28,121.03000692088972
89302.05,92634.97757841859
62519.42,63701.4302321448
75948.93,76709.24021724406
63568.19,61809.37430842096
81958.02,79260.5127678167
57518.54,57928.0739740575
6335.0,4885.677709105359
179608.53,175515.40863519273
112370.47,107028.0302959771
17342.93,19495.987160328754
139422.3,135052.57849821768
40729.9,37203.58971785085
125662.0,123627.17390757948
49526.65,50698.320888415255
36789.0,36406.63308892246
89438.02,88767.31020314625
47666.58,46154.93980872462
1714.59,2133.54631102657
45349.71,43454.52794149265
50492.08,55207.68385577407
63470.2,63734.79167019171
121801.0,119902.9089266635
165859.56,159866.47149243354
56916.0,58397.88839455145
73931.03,73945.51690074151
50365.57,53725.32105205692
78354.14,79346.10300635974
5896.96,6157.565242138917
56970.93,57038.944764509855
35370.08,36396.53889874193
111753.78,114930.21690288883
3167.0,2094.5482210538757
60656.57,59125.15331901075
30173.86,27519.649887176412
132242.5,128111.14960982229
151730.0,148615.76014903153
100519.61,101462.93442932513
75533.85,73496.88041232938
28873.3,31748.6786472799
124915.58,125839.25173306983
10637.36,6955.7500929460875
5789.45,5056.278532780394
59460.22,59876.52229312209
69826.03,73497.54327009214
134474.53,129993.0711140605
127740.03,128466.35737903023
61347.64,60747.89566327376
125282.68,122738.36778564609
74496.71,77844.92388433054
6068.0,4448.5375558539745
5546.14,2141.4304120362794
29176.17,28805.099812535565
64432.2,61513.86927603
58852.78,59746.11205831014
14972.0,15284.133351270939
64554.76,66424.49015307758
68984.05,68201.84118144092
15531.63,15072.111862203157
7835.57,7669.671459829478
53383.41,51744.219605455204
13706.55,10055.641915816108
83386.73,81137.90655808529
68813.98,71414.33642242836
76491.01,76069.54939893298
58594.73,58443.41060752942
38981.71,38683.31553626472
82541.03,79265.24179068199
57256.63,57564.317663090274
9860.91,6294.087206536358
59970.96,62208.69810598441
23673.51,22464.393102558563
7553.7,5904.987573491446
108637.03,108932.09742356157
156049.86,150107.41835461668
60403.83,63084.84049152193
60482.87,62085.47402687862
5415.47,3809.4359461453423
4748.11,3153.063723568499
90786.06,89758.01657357461
177.79,498.14326421822625
1219.34,931.5751589896972
71657.27,74362.71332887684
43973.06,44039.75867572885
66742.06,69914.97966327792
86588.54,89445.13461659936
10448.0,8755.803679661032
40702.05,40721.96369723158
87817.7,88675.62205421556
2409.16,-724.7283168178474
13578.37,10443.343576519917
1245.72,668.5736392220133
50250.95,49805.26820350222
8380.8,6708.367841063628
113919.03,114587.38124413599
98447.4,101833.67793730466
63527.65,63754.82998420245
65496.9,64534.55340387439
66355.01,65759.29871584059
586.43,1129.6961315108565
606.48,-57.686238362461154
5863.68,4993.575191439697
71652.74,73209.88851801209
135103.75,132163.28945050936
11097.07,7566.29350142421
102696.01,101405.60851137698
61383.19,65153.08750992295
57240.1,58183.09478461511
2668.34,-334.2628970572623
143273.42,144117.69823820557
40264.29,37676.64054136684
76972.11,76050.74024964625
70140.95,74622.34261888481
41821.72,43478.75355380081
182254.9,177183.96270815824
52011.93,51840.29788573365
119337.33,115601.26261597915
55543.98,60419.827752289355
132306.4,128214.4596773904
90347.69,89243.8024812577
121793.33,123894.72179139708
147948.83,148541.67120491323
5444.53,3837.9544111320647
153291.5,152123.9051217279
13573.84,13108.814950497639
164352.41,159119.25318097376
12510.35,11624.606649927031
86366.44,83561.61281246161
174827.75,169735.2230301366
125305.06,126631.69744586975
74450.02,75970.26667844404
11843.65,10867.433444549759
81996.24,79297.91331849502
103180.01,101865.02516559784
14766.76,12970.563676439888
6354.67,6707.5742010965405
12558.86,13565.636660599259
68579.99,66736.18727219103
58777.95,59327.50636852031
4335.57,6173.759362630881
62067.29,59683.71758768634
72511.75,74588.29342471495
11949.49,11078.485309004769
85829.32,83396.1116799778
19814.63,18420.927124291906
50467.21,48991.090133820726
77908.0,77098.52423134923
66799.0,66519.79582826956
27881.33,27683.297711915224
4948.6,3350.3505187517585
77739.85,77182.55911432556
66182.81,69755.58609481482
1558.0,-1771.1830800543248
80126.18,80139.23240761671
60933.06,60872.9800655317
90962.81,93979.42809080493
58084.32,58863.75667716718
68988.81,67505.2270614809
65235.45,67205.65702473288
85138.91,88245.9609429847
12311.07,12877.246500333225
15346.98,11656.096457697073
24259.54,24643.414726785668
65499.16,68495.50619010149
46885.79,47092.2037095173
56685.24,56891.49379649823
50279.59,52593.33010133172
116567.02,114849.63369806494
93815.8,90814.64669821969
132978.39,132483.59863889858
173148.98,166903.54003927892
58111.88,61392.568576466896
59460.66,62994.66074089789
81780.36,82368.79228964665
59386.19,57184.248682907935
34050.68,33258.45367210184
86588.59,89423.59391270553
57481.59,60870.501541083366
54417.33,55186.84546693124
149626.0,144571.86484662336
84380.45,86111.0592824293
34852.5,36650.14378065007
166156.58,163454.09004907473
68985.07,68269.64030823851
13043.2,14117.952353611647
10360.08,9596.32661530919
10867.28,7279.77342375103
74501.35,76819.74682174693
14714.83,13421.621326698063
43374.4,43060.4409705827
64293.82,62306.44356930957
1821.04,455.6509998948459
80175.82,83686.33350692556
41772.6,45128.48101165469
39908.17,43085.82557956951
56497.66,58157.44755482738
20407.79,17648.398714275092
6219.59,3548.416510881245
116892.01,113760.16678738195
125966.39,122120.98315932989
7227.23,7566.517855287675
83631.69,82103.78644912248
28194.67,32630.446026904017
67123.51,68512.39313304576
101301.85,100047.7258749706
41136.44,39890.026397536996
110333.4,106335.33167849056
62031.19,66763.83281136981
47001.2,47673.8078219066
96618.62,97303.91209948433
31100.27,29661.358980794335
0.0,46498.82369218554
11406.89,10761.510705194014
71986.67,75671.47579193753
53146.33,53500.93456156106
3815.68,357.9582696461366
5448.73,3842.147274374067
115461.24,115819.12684268379
55953.4,56378.10157631445
125060.36,127070.70080966206
73758.93,75007.51541294069
59665.33,62041.44965349406
51102.97,51206.44952196701
123960.5,121799.32700378308
73471.0,72706.11205552338
929.7,-2409.044843407348
64775.42,63873.899047522646
5431.9,5778.653883767125
81562.99,82472.22275638004
49506.25,50865.95333037332
73631.44,72910.66149834835
14204.23,14775.68396203511
7485.18,6218.112608738877
10805.63,9105.539684052696
67270.01,65443.0470182989
82430.01,81972.41489530142
69452.15,70384.53698312059
150507.0,146221.24590480712
7629.6,6725.522375794113
69130.21,70851.2010994034
14349.1,12018.967758072089
53626.98,54040.572247336844
55583.79,53990.17895705743
102224.5,102747.34049703306
91689.79,90351.033430256
57122.84,57710.08989711673
41361.4,42447.513094317845
68430.76,69962.36843762315
111582.2,106959.06771078808
10339.03,6762.4845882960435
56055.26,54179.146674185744
2336.42,891.8026416882276
99043.6,100802.50469707492
74448.01,71932.20209732812
67401.87,69161.7638984653
83155.75,83743.63357835564
32985.92,32621.36912746441
57484.13,57395.755225451445
8864.06,9462.552036788904
63143.27,65756.93491172865
122261.36,119509.87906995893
0.0,46501.49924179851
56586.33,57052.49038557431
52382.93,52270.07226379414
5391.04,2345.2195397887554
3235.67,4242.922901711165
8718.88,6169.163210595769
94984.03,93888.96522718536
14879.37,11708.62774470089
12760.0,11013.590832552225
74873.88,73941.85329977864
18127.86,15378.680515480046
101143.93,102718.47142008247
552.02,-2663.630349006642
60468.0,63380.02369483464
115515.5,117983.16064021483
21492.31,20825.783101174275
85852.0,88721.74615430608
54938.25,53483.08795289094
8962.47,7842.558276475604
12313.52,12787.127521284368
130339.3,126894.14843954805
78524.04,77751.02560776297
89806.04,86905.91287856226
81609.19,76097.55383725834
2922.4,3440.2867555383127
119539.01,117718.39640227135
8738.56,5599.849473480754
60352.02,60247.4888612304
4410.27,2808.921680794192
95294.31,99341.74593336078
59060.41,58907.007988284924
74368.78,76323.60740029279
145.7,-1282.3126255566094
60914.61,65076.35541470534
127785.78,128941.30268757377
187.5,-2831.8861430220422
66382.68,66169.0112988369
62431.18,63167.73400376281
6379.13,4891.744014306532
103104.71,101832.04058658387
102753.04,98856.84045437929
72409.83,74995.1591540661
27359.64,26034.936040252953
54565.9,52987.42102171701
103043.69,101731.19940127517
12669.63,13507.715443503774
15185.18,16164.015800512898
47747.56,49246.48110713475
65978.11,67966.6430114826
74174.7,71664.65100503288
76264.99,76279.23143079672
58074.16,59567.89067115922
59837.85,63580.63327972259
124383.88,124286.48656795356
142365.0,138960.58927082608
45491.83,44631.030877141704
65675.77,70188.14900518638
95623.11,99661.40412731284
59923.98,57711.75084563542
17515.14,17946.002529154597
39517.31,37989.2200554141
3180.45,2463.8561729137364
56444.27,60238.435816264726
34967.38,36121.48459421361
9042.89,4982.058298219541
89052.55,85686.3223969607
14649.27,12856.284428072184
96317.35,93202.19384071634
98174.89,96896.99947350222
7874.09,6217.823432854901
181301.0,179309.410898272
116113.08,118410.64942293461
52679.3,52765.903777096886
26321.8,25538.918661578165
52666.3,51962.50003892641
74805.06,75530.96444246068
962.5,444.34467946232326
87602.9,84759.73837712682
69178.48,72334.35035865642
61606.87,63586.7250834763
60823.49,63712.02813385906
3298.7,116.71866649665753
119129.12,119187.76508869806
69765.13,65562.7136612537
70849.5,74518.51220509001
72967.17,74889.45797331922
19893.31,20657.841399017394
66655.95,64297.909404106045
14880.54,11796.772559694859
131429.37,132512.4973610593
70271.42,70258.69567010419
46437.88,50168.652671357006
75604.8,78681.85223272353
70368.95,74552.54522678265
46175.1,45032.59401091748
69757.56,67671.02365835944
106912.08,109167.38865930261
35241.28,34846.41707865767
11676.7,11176.748729702485
117778.74,119484.11152563727
51239.34,55727.95902043812
52890.55,52137.904745770895
47675.78,46151.38571811328
52059.97,50550.24900459244
18639.01,16696.46838339568
121259.94,117446.86205198447
6883.9,6856.7055129511355
114317.03,112668.96738422694
46862.55,45913.41068440109
28636.45,29906.329569198657
64779.72,68439.6323351787
70982.78,66375.57984684117
60560.09,58882.51941298124
2637.91,-807.4618924003807
69950.95,74508.79826267848
90237.01,91110.59945415857
77302.96,78752.54532825446
54540.16,53247.08677015646
69625.06,68133.99397912037
79768.34,77395.79532189039
63430.8,64364.07662814352
90303.43,92085.31244865974
48405.75,46428.37432155375
43788.75,42345.34293332393
14622.35,15528.00323164709
58101.02,61906.5269974673
96772.0,99685.6913013606
21836.27,21315.163563383314
80171.06,83172.17306166438
1405.3,2076.9851892663573
33686.72,31508.395343189808
73464.82,77014.91488167699
105124.71,105578.01088708625
54.39,-3130.9570420998934
41710.33,45043.45877452669
7792.51,6137.968700526471
67537.35,69678.85287457716
88690.41,91497.14153311239
35086.0,32688.777613709874
156157.66,151214.22579480184
108645.16,105225.13268433565
92206.59,89682.13626373347
84296.01,83328.88019494477
65033.05,68714.93529199186
17490.94,17429.363525931134
13894.22,12049.797360734396
98339.55,98952.0669329156
26049.17,25223.401067159153
65828.04,67819.38939335548
67154.12,65321.514117426166
27.28,-639.0345447743603
87798.6,86116.39901984879
1531.5,-1816.0252520018767
87695.33,88646.18836668617
12626.79,8999.77840707051
32101.08,35065.971306725754
94157.97,95638.3130728277
5768.42,5035.607912197571
38698.13,38728.88173824581
127416.26,123436.77250824607
92693.09,93662.48437881423
115530.0,117012.0072655765
141240.94,139567.00191686436
76551.57,80145.15561246693
54035.82,56065.636760129724
62618.38,62371.75291564823
62311.6,60303.871315842436
34460.18,36909.753821832564
120372.45,121540.58650373368
105381.87,104249.86529566953
19829.39,19287.735141410878
8234.09,6586.64338623979
70196.76,74891.47530552572
3481.63,3831.5870309204474
64901.46,64842.037496171295
34774.8,35243.06738158535
147856.04,146064.5499528434
43175.24,46573.33836312497
48237.22,49121.746057096156
19410.35,20753.824236252665
88233.61,91471.27526908659
71191.37,69285.92004373431
3502.08,3871.8651707864483
46350.18,50668.51973690447
77908.02,77142.65457611684
23676.82,27009.925287577495
27369.02,27607.040846387623
47628.82,49631.056346519734
103535.32,103602.27299246489
6211.2,6594.843206216152
132387.92,131417.03839151014
14361.54,13034.150565563097
48299.41,46324.57044846541
86554.1,89680.15187972087
78363.02,76036.0338977543
70170.39,69651.66519863578
145026.07,141468.24894260522
51288.54,52067.42603193091
100039.0,99998.86900749785
4953.86,1539.4665544989257
69421.44,68564.49351451575
17661.78,17253.829402224444
79002.03,80480.84586351921
29488.31,28656.14721181913
8793.11,7995.2589848766
18463.2,17506.197968678724
9895.11,6575.36401416982
69351.95,70475.64237998318
71270.09,68204.10746494564
20560.68,19480.71693837599
103190.53,103697.01507750868
68985.16,66547.50511433749
92940.93,91931.77850727917
129766.02,125712.30887661678
85002.59,82760.33820550877
48228.53,46005.70467070778
15501.39,14337.907038546342
113209.06,111593.9682615391
75639.93,76846.52975080954
46615.38,45756.24666576676
11811.57,13133.371629451452
3394.03,3754.0327830114766
75501.82,75895.00814445611
42983.75,42224.24920586452
81686.5,82594.98621405414
19729.0,18011.604592905525
23582.46,25939.63508755666
102119.61,102677.76604319498
137686.05,136751.31575142746
22346.96,23733.691954880873
12992.2,11240.102544710287
115442.97,111820.25672874789
76478.29,77509.29642827644
78354.13,79346.45763632117
114405.69,110814.32393884435
68180.8,70787.07129022226
163902.14,164757.19031950942
88792.48,89739.00866018637
33158.14,32506.437106553327
29430.78,29549.822537481123
50867.89,55600.95114654587
4091.77,3392.8887265619996
47884.44,45378.91639156471
5043.37,4733.0777396847625
68693.68,66302.05221280688
93207.44,89897.61247117636
60164.01,61297.83518002044
1256.66,1887.8337198305744
2357.66,2094.333902194827
65350.43,63018.05415796196
49636.77,48966.761854370954
3297.28,3703.9025789323423
13130.08,12228.532807926851
104033.25,102687.5159857907
7380.72,4276.131281182737
12484.7,13257.721012651513
114317.04,112670.35891321916
71891.82,68879.77662709351
110312.52,105945.14157905529
59637.01,59402.34425346633
74165.01,77256.92456894426
31743.94,32422.6808610005
1315.52,1718.1844241261206
68139.39,68836.30466962827
41665.65,40863.35564383662
11314.87,9761.207683916058
15169.2,14109.954875296455
52772.27,55139.30581859661
7677.14,9591.926953923437
146.96,45041.429667940596
56861.01,60660.2856411019
124919.52,126938.9191529507
73822.6,68356.91879037427
7682.24,8533.545832306489
55289.16,59199.73198577665
8425.41,8310.929638563102
84459.12,86635.14326152692
51820.8,49766.657860162915
9249.3,11000.19735583524
101398.52,99727.3889978055
61203.99,58962.613699963156
6321.14,5112.507909100357
73189.12,72424.52134374814
57939.97,58577.53929049799
117354.43,117251.36131104807
83690.58,81479.01125476367
35802.41,34733.3622847903
131300.75,127746.32049654226
120024.12,121193.46443984396
65376.93,67579.3472259762
97333.01,96160.05654383468
